Timestamp (LOCAL_TIME),SPSQC:EXTRACTED_INTENSITY,SPS.BLM.21636.ZS1:LOSS_CYCLE,SPS.BLM.21652.ZS2:LOSS_CYCLE,SPS.BLM.21658.ZS3:LOSS_CYCLE,SPS.BLM.21674.ZS4:LOSS_CYCLE,SPS.BLM.21680.ZS5:LOSS_CYCLE,SPS.BLM.21694.TCE:LOSS_CYCLE,SPS.BLM.21772.TPST:LOSS_CYCLE,SPS.BLM.21775.MST1:LOSS_CYCLE,SPS.BLM.21776.MST1:LOSS_CYCLE,SPS.BLM.21792.MST3:LOSS_CYCLE,SPS.BLM.21796.MST3:LOSS_CYCLE,SPS.BLM.21835.MSE1:LOSS_CYCLE,SPS.BLM.21839.MSE2:LOSS_CYCLE,SPS.BLM.21905.QDA:LOSS_CYCLE,ZS.LSS2.GIRDER:DO_PPM,ZS.LSS2.GIRDER:UP_PPM,ZS1.LSS2.ANODE:DO_PPM,ZS1.LSS2.ANODE:UP_PPM,ZS2.LSS2.ANODE:DO_PPM,ZS2.LSS2.ANODE:UP_PPM,ZS3.LSS2.ANODE:DO_PPM,ZS3.LSS2.ANODE:UP_PPM,ZS4.LSS2.ANODE:DO_PPM,ZS4.LSS2.ANODE:UP_PPM,ZS5.LSS2.ANODE:DO_PPM,ZS5.LSS2.ANODE:UP_PPM
22:56.5,4.29E+01,7.38E-05,0.000147639,0.000196851,0.000172245,0.000159942,0.000147639,4.92E-05,3.69E-05,3.69E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,3.69E-05,42.768,68.13,-0.138,0.001,-0.197,0.41,0.767,-0.151,0.665,0.143,0.605,0.558
22:56.5,4.43E+01,7.15E-05,0.000142927,0.00020248,0.000178658,0.000166748,0.000166748,4.76E-05,3.57E-05,3.57E-05,2.38E-05,2.38E-05,1.19E-05,0,2.38E-05,42.768,68.13,-0.025,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.624
22:56.5,4.01E+01,6.59E-05,0.000144888,0.000210747,0.00015806,0.000171232,0.00015806,6.59E-05,3.95E-05,2.63E-05,1.32E-05,1.32E-05,1.32E-05,1.32E-05,3.95E-05,42.77,68.098,-0.442,-0.036,-0.185,0.107,0.419,-0.188,0.601,0.9,0.109,0.281
23:14.5,3.57E+01,7.39E-05,0.000147846,0.000206984,0.000177415,0.00016263,0.00016263,4.44E-05,4.44E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,1.48E-05,2.96E-05,42.768,68.13,-0.172,0.001,-0.197,0.41,0.767,-0.151,0.512,0.143,0.605,0.558
23:14.5,4.39E+01,7.22E-05,0.000144464,0.000192618,0.000180579,0.000168541,0.000156502,4.82E-05,3.61E-05,3.61E-05,2.41E-05,1.20E-05,0,1.20E-05,3.61E-05,42.768,68.13,-0.237,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.624
23:14.5,4.39E+01,7.22E-05,0.000144464,0.000204657,0.000168541,0.000180579,0.000168541,7.22E-05,3.61E-05,3.61E-05,3.61E-05,2.41E-05,1.20E-05,1.20E-05,2.41E-05,42.77,68.098,-0.492,-0.036,-0.182,0.44,0.419,-0.188,0.601,0.9,0.109,0.281
23:32.5,4.01E+01,6.59E-05,0.000144888,0.000210747,0.000171232,0.00015806,0.00015806,3.95E-05,2.63E-05,1.32E-05,2.63E-05,1.32E-05,1.32E-05,1.32E-05,3.95E-05,42.768,68.13,-0.138,0.001,-0.197,0.41,0.767,-0.151,0.84,0.146,0.605,0.558
23:32.5,4.62E+01,6.85E-05,0.000137093,0.000194215,0.000171366,0.000159942,0.000148517,4.57E-05,3.43E-05,3.43E-05,1.14E-05,2.28E-05,1.14E-05,1.14E-05,3.43E-05,42.768,68.13,-0.237,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.621
23:32.5,4.57E+01,6.93E-05,0.000138506,0.000196217,0.000161591,0.000161591,0.000161591,6.93E-05,3.46E-05,2.31E-05,2.31E-05,2.31E-05,1.15E-05,1.15E-05,3.46E-05,42.77,68.098,-0.439,-0.036,-0.182,0.215,0.419,-0.188,0.601,0.9,0.109,0.281
23:50.5,4.43E+01,7.15E-05,0.000142927,0.000190569,0.000166748,0.000154837,0.000154837,3.57E-05,2.38E-05,1.19E-05,2.38E-05,1.19E-05,1.19E-05,1.19E-05,3.57E-05,42.768,68.13,-0.237,0.001,-0.099,0.497,0.441,-0.061,0.685,0.146,0.572,0.624
23:50.5,4.43E+01,7.15E-05,0.000142927,0.00020248,0.000166748,0.000154837,0.000154837,4.76E-05,2.38E-05,2.38E-05,2.38E-05,2.38E-05,1.19E-05,0,3.57E-05,42.768,68.13,-0.178,0.001,-0.197,0.41,0.755,-0.151,0.704,0.146,0.605,0.558
23:50.5,3.82E+01,6.91E-05,0.000152043,0.000207332,0.000165866,0.000165866,0.000165866,6.91E-05,4.15E-05,4.15E-05,2.76E-05,2.76E-05,1.38E-05,0,2.76E-05,42.77,68.098,-0.479,-0.036,-0.182,0.356,0.419,-0.188,0.601,0.9,0.109,0.281
24:08.5,4.48E+01,7.07E-05,0.000141422,0.000188563,0.000164993,0.000153207,0.000153207,3.54E-05,3.54E-05,3.54E-05,1.18E-05,1.18E-05,1.18E-05,0,3.54E-05,42.768,68.13,-0.237,0.001,-0.099,0.497,0.441,-0.061,0.685,0.146,0.572,0.624
24:08.5,3.91E+01,6.74E-05,0.00014838,0.000202336,0.000161869,0.000161869,0.000161869,6.74E-05,4.05E-05,2.70E-05,1.35E-05,2.70E-05,1.35E-05,0,4.05E-05,42.77,68.098,-0.479,-0.036,-0.182,0.263,0.419,-0.188,0.601,0.9,0.109,0.281
24:26.5,4.86E+01,6.52E-05,0.000141308,0.000184787,0.000163047,0.000152178,0.000152178,4.35E-05,3.26E-05,2.17E-05,1.09E-05,2.17E-05,0,1.09E-05,3.26E-05,42.768,68.13,-0.237,0.001,-0.099,0.497,0.441,-0.061,0.685,0.146,0.572,0.621
24:26.5,4.10E+01,6.43E-05,0.000154427,0.000205902,0.000180164,0.000167295,0.000154427,5.15E-05,3.86E-05,3.86E-05,1.29E-05,2.57E-05,1.29E-05,1.29E-05,2.57E-05,42.768,68.13,-0.135,0.001,-0.197,0.41,0.683,-0.151,0.704,0.146,0.605,0.335
24:26.5,4.01E+01,6.59E-05,0.00015806,0.000210747,0.000171232,0.000171232,0.000171232,6.59E-05,3.95E-05,3.95E-05,1.32E-05,2.63E-05,1.32E-05,0,2.63E-05,42.77,68.098,-0.479,-0.036,-0.182,0.326,0.419,-0.188,0.601,0.9,0.109,0.281
24:44.5,4.39E+01,7.22E-05,0.000144464,0.000204657,0.000168541,0.000156502,0.000144464,4.82E-05,3.61E-05,2.41E-05,2.41E-05,2.41E-05,0,0,3.61E-05,42.768,68.13,-0.141,0.001,-0.197,0.41,0.77,-0.151,0.704,0.146,0.605,0.463
24:44.5,4.53E+01,7.00E-05,0.000139949,0.000198261,0.000174936,0.000163274,0.000151612,4.66E-05,3.50E-05,3.50E-05,2.33E-05,1.17E-05,1.17E-05,1.17E-05,3.50E-05,42.768,68.13,-0.237,0.001,-0.099,0.497,0.441,-0.061,0.685,0.146,0.572,0.624
24:44.5,4.43E+01,7.15E-05,0.000154837,0.00020248,0.000166748,0.000166748,0.000166748,7.15E-05,3.57E-05,3.57E-05,2.38E-05,1.19E-05,1.19E-05,1.19E-05,2.38E-05,42.77,68.098,-0.479,-0.036,-0.182,0.272,0.419,-0.188,0.601,0.9,0.109,0.281
25:02.5,4.48E+01,7.07E-05,0.000141422,0.000200348,0.000164993,0.000153207,0.000164993,4.71E-05,3.54E-05,2.36E-05,1.18E-05,2.36E-05,1.18E-05,0,3.54E-05,42.768,68.13,-0.141,0.001,-0.197,0.41,0.717,-0.151,0.704,0.143,0.605,0.388
25:02.5,4.39E+01,6.02E-05,0.000144464,0.000192618,0.000168541,0.000156502,0.000156502,4.82E-05,2.41E-05,2.41E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,3.61E-05,42.768,68.13,-0.237,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.624
25:02.5,4.01E+01,6.59E-05,0.000144888,0.000184404,0.00015806,0.00015806,0.000144888,6.59E-05,3.95E-05,2.63E-05,1.32E-05,2.63E-05,1.32E-05,1.32E-05,3.95E-05,42.77,68.098,-0.479,-0.033,-0.182,0.305,0.419,-0.188,0.601,0.9,0.109,0.281
25:20.5,3.54E+01,5.97E-05,0.000149279,0.000194063,0.000179135,0.000164207,0.000149279,4.48E-05,2.99E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,4.48E-05,42.768,68.13,-0.237,0.001,-0.099,0.497,0.441,-0.061,0.685,0.146,0.572,0.624
25:20.5,4.01E+01,7.90E-05,0.00015806,0.000210747,0.000184404,0.000171232,0.00015806,3.95E-05,2.63E-05,2.63E-05,2.63E-05,1.32E-05,1.32E-05,1.32E-05,3.95E-05,42.768,68.13,-0.138,0.001,-0.197,0.41,0.77,-0.151,0.704,0.143,0.608,0.665
25:20.5,4.29E+01,7.38E-05,0.000159942,0.000233761,0.000196851,0.000196851,0.000196851,7.38E-05,4.92E-05,2.46E-05,2.46E-05,2.46E-05,1.23E-05,1.23E-05,3.69E-05,42.77,68.098,-0.479,-0.033,0.14,0.311,0.419,-0.188,0.601,0.9,0.109,0.281
25:38.5,4.67E+01,6.79E-05,0.000135708,0.000192253,0.000169635,0.000158326,0.000158326,4.52E-05,3.39E-05,2.26E-05,2.26E-05,2.26E-05,1.13E-05,1.13E-05,3.39E-05,42.768,68.13,-0.237,0.001,-0.099,0.497,0.441,-0.061,0.685,0.146,0.572,0.621
25:38.5,3.82E+01,6.91E-05,0.000152043,0.000221154,0.000179688,0.000165866,0.000165866,5.53E-05,2.76E-05,1.38E-05,2.76E-05,1.38E-05,1.38E-05,1.38E-05,4.15E-05,42.768,68.13,-0.175,0.001,-0.197,0.41,0.724,-0.151,0.704,0.143,0.605,0.514
25:38.5,4.34E+01,6.08E-05,0.000146034,0.000219051,0.000182542,0.000170373,0.000170373,7.30E-05,4.87E-05,2.43E-05,2.43E-05,2.43E-05,1.22E-05,1.22E-05,3.65E-05,42.77,68.098,-0.479,-0.036,-0.672,0.305,0.419,-0.188,0.599,0.9,0.109,0.278
25:56.5,3.96E+01,6.66E-05,0.000146613,0.000213256,0.000186599,0.000159942,0.000159942,4.00E-05,2.67E-05,2.67E-05,2.67E-05,2.67E-05,1.33E-05,1.33E-05,2.67E-05,42.768,68.13,-0.141,0.001,-0.197,0.41,0.72,-0.151,0.704,0.146,0.605,0.6
25:56.5,4.15E+01,6.36E-05,0.000152672,0.000203562,0.000165394,0.000165394,0.000152672,6.36E-05,3.82E-05,2.54E-05,2.54E-05,2.54E-05,1.27E-05,1.27E-05,2.54E-05,42.77,68.098,-0.479,-0.036,-0.173,0.308,0.419,-0.188,0.599,0.9,0.109,0.278
25:56.5,4.01E+01,7.90E-05,0.00015806,0.000210747,0.000184404,0.000171232,0.000171232,5.27E-05,2.63E-05,2.63E-05,2.63E-05,1.32E-05,1.32E-05,1.32E-05,3.95E-05,42.768,68.13,-0.237,0.001,-0.099,0.497,0.441,-0.061,0.685,0.146,0.572,0.621
26:14.5,4.06E+01,6.51E-05,0.000143204,0.000208296,0.000169241,0.000156222,0.000156222,5.21E-05,2.60E-05,2.60E-05,2.60E-05,1.30E-05,1.30E-05,1.30E-05,3.91E-05,42.768,68.13,-0.181,0.001,-0.197,0.41,0.72,-0.151,0.704,0.143,0.605,0.522
26:14.5,4.34E+01,6.08E-05,0.000146034,0.000194712,0.000158203,0.000158203,0.000158203,6.08E-05,3.65E-05,2.43E-05,2.43E-05,2.43E-05,1.22E-05,1.22E-05,3.65E-05,42.77,68.098,-0.479,-0.036,-0.394,0.308,0.419,-0.188,0.599,0.9,0.109,0.278
26:14.5,4.20E+01,6.29E-05,0.000150956,0.000201275,0.000176116,0.000163536,0.000163536,5.03E-05,3.77E-05,2.52E-05,2.52E-05,0,1.26E-05,1.26E-05,3.77E-05,42.768,68.13,-0.12,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.621
26:32.5,4.07E+01,7.77E-05,0.000142531,0.000207318,0.000168446,0.000155488,0.000155488,5.18E-05,2.59E-05,1.30E-05,2.59E-05,1.30E-05,0,1.30E-05,2.59E-05,42.768,68.13,-0.172,0.001,-0.197,0.41,0.77,-0.151,0.704,0.143,0.605,0.576
26:32.5,3.91E+01,6.74E-05,0.00014838,0.000215825,0.000188847,0.000175358,0.000175358,4.05E-05,2.70E-05,2.70E-05,2.70E-05,0,1.35E-05,1.35E-05,4.05E-05,42.768,68.13,0.049,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.624
26:32.5,3.91E+01,6.74E-05,0.00014838,0.000229314,0.000188847,0.000202336,0.000202336,8.09E-05,5.40E-05,4.05E-05,2.70E-05,1.35E-05,1.35E-05,1.35E-05,4.05E-05,42.77,68.098,-0.479,-0.036,-0.338,0.308,0.419,0.141,0.599,0.9,0.109,0.278
26:50.5,3.96E+01,6.66E-05,0.000146613,0.000213256,0.000186599,0.000159942,0.00017327,4.00E-05,4.00E-05,2.67E-05,1.33E-05,1.33E-05,1.33E-05,1.33E-05,4.00E-05,42.768,68.13,-0.138,0.001,-0.197,0.41,0.77,-0.151,0.704,0.143,0.605,0.54
26:50.5,4.24E+01,7.46E-05,0.000136839,0.000186599,0.000174159,0.000161719,0.000149279,4.98E-05,2.49E-05,2.49E-05,1.24E-05,1.24E-05,0,1.24E-05,3.73E-05,42.768,68.13,-0.141,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.621
26:50.5,3.82E+01,6.91E-05,0.000152043,0.000234976,0.00019351,0.00019351,0.00019351,6.91E-05,4.15E-05,2.76E-05,2.76E-05,2.76E-05,1.38E-05,1.38E-05,4.15E-05,42.77,68.098,-0.479,-0.036,-0.4,0.308,0.419,-0.684,0.599,0.9,0.109,0.278
27:08.5,4.10E+01,6.43E-05,0.000141558,0.000205902,0.000167295,0.000154427,0.000154427,3.86E-05,2.57E-05,2.57E-05,2.57E-05,0,1.29E-05,1.29E-05,2.57E-05,42.768,68.13,-0.175,0.001,-0.197,0.41,0.72,-0.151,0.704,0.146,0.605,0.561
27:08.5,4.62E+01,6.85E-05,0.000148517,0.000194215,0.000171366,0.000159942,0.000159942,4.57E-05,4.57E-05,3.43E-05,1.14E-05,2.28E-05,1.14E-05,1.14E-05,3.43E-05,42.768,68.13,-0.138,0.001,-0.099,0.497,0.444,-0.058,0.685,0.146,0.572,0.624
27:08.5,4.06E+01,6.51E-05,0.000156222,0.000208296,0.000156222,0.000169241,0.000169241,6.51E-05,3.91E-05,2.60E-05,1.30E-05,2.60E-05,1.30E-05,1.30E-05,3.91E-05,42.77,68.098,-0.479,-0.036,-0.403,0.308,0.419,-0.16,0.599,0.9,0.109,0.278
27:26.5,4.15E+01,6.36E-05,0.000139949,0.00019084,0.000165394,0.000152672,0.000139949,3.82E-05,2.54E-05,1.27E-05,1.27E-05,2.54E-05,1.27E-05,1.27E-05,1.27E-05,42.768,68.13,-0.138,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.624
27:26.5,4.62E+01,6.85E-05,0.000148517,0.000205639,0.000171366,0.000159942,0.000159942,3.43E-05,2.28E-05,3.43E-05,2.28E-05,1.14E-05,1.14E-05,1.14E-05,3.43E-05,42.768,68.13,-0.141,0.001,-0.197,0.41,0.77,-0.151,0.704,0.143,0.9,0.558
27:26.5,4.34E+01,6.08E-05,0.000146034,0.000206881,0.000170373,0.000170373,0.000170373,7.30E-05,3.65E-05,3.65E-05,2.43E-05,1.22E-05,1.22E-05,0,2.43E-05,42.77,68.098,-0.479,-0.036,-0.4,0.308,0.419,-0.383,0.599,0.9,0.109,0.278
27:44.5,4.76E+01,6.65E-05,0.000133021,0.000188446,0.000166276,0.000155191,0.000155191,4.43E-05,3.33E-05,3.33E-05,2.22E-05,2.22E-05,1.11E-05,0,2.22E-05,42.768,68.13,-0.172,0.001,-0.197,0.41,0.72,-0.151,0.704,0.146,0.27,0.555
27:44.5,4.20E+01,6.29E-05,0.000138377,0.000188695,0.000176116,0.000163536,0.000163536,3.77E-05,2.52E-05,2.52E-05,1.26E-05,0,0,1.26E-05,3.77E-05,42.768,68.13,-0.138,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.621
27:44.5,4.15E+01,6.36E-05,0.000152672,0.000203562,0.000165394,0.000178117,0.000165394,7.63E-05,3.82E-05,2.54E-05,3.82E-05,2.54E-05,1.27E-05,1.27E-05,3.82E-05,42.77,68.098,-0.479,-0.036,-0.403,0.308,0.419,-0.052,0.601,0.9,0.109,0.278
28:02.5,4.53E+01,7.00E-05,0.000139949,0.000198261,0.000174936,0.000163274,0.000151612,4.66E-05,2.33E-05,3.50E-05,2.33E-05,2.33E-05,1.17E-05,1.17E-05,3.50E-05,42.768,68.13,-0.138,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.621
28:02.5,3.91E+01,6.74E-05,0.00014838,0.000215825,0.000175358,0.000175358,0.000175358,6.74E-05,4.05E-05,4.05E-05,2.70E-05,1.35E-05,1.35E-05,0,4.05E-05,42.768,68.13,-0.479,-0.036,-0.4,0.308,0.419,-0.287,0.599,0.9,0.109,0.278
28:02.5,3.91E+01,6.75E-05,0.000148447,0.000202427,0.000175437,0.000175437,0.000175437,6.75E-05,5.40E-05,4.05E-05,1.35E-05,1.35E-05,1.35E-05,0,2.70E-05,42.768,68.13,-0.135,0.001,-0.197,0.41,0.767,-0.151,0.701,0.143,-0.022,0.552
28:20.5,4.48E+01,5.89E-05,0.000141422,0.000188563,0.000164993,0.000153207,0.000153207,4.71E-05,2.36E-05,3.54E-05,2.36E-05,1.18E-05,0,0,3.54E-05,42.768,68.13,-0.138,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.621
28:20.5,4.24E+01,6.22E-05,0.000149279,0.000199039,0.000161719,0.000161719,0.000174159,6.22E-05,3.73E-05,3.73E-05,2.49E-05,2.49E-05,1.24E-05,1.24E-05,3.73E-05,42.768,68.13,-0.178,0.001,-0.197,0.41,0.767,-0.151,0.704,0.146,0.112,0.549
28:20.5,4.43E+01,5.96E-05,0.000154837,0.00020248,0.000166748,0.000166748,0.000166748,7.15E-05,4.76E-05,2.38E-05,3.57E-05,2.38E-05,0,1.19E-05,2.38E-05,42.77,68.098,-0.479,-0.036,-0.397,0.308,0.419,-0.12,0.601,0.9,0.109,0.278
28:38.5,3.82E+01,6.91E-05,0.000152043,0.000207332,0.000179688,0.000165866,0.000165866,4.15E-05,2.76E-05,2.76E-05,2.76E-05,0,1.38E-05,0,4.15E-05,42.768,68.13,-0.138,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.621
28:38.5,4.24E+01,6.22E-05,0.000149279,0.000211479,0.000186599,0.000186599,0.000186599,8.71E-05,4.98E-05,3.73E-05,3.73E-05,2.49E-05,1.24E-05,1.24E-05,3.73E-05,42.77,68.098,-0.476,-0.036,-0.397,0.308,0.739,-0.135,0.601,0.9,0.109,0.278
28:56.5,4.15E+01,7.63E-05,0.000152672,0.000203562,0.000178117,0.000165394,0.000165394,5.09E-05,3.82E-05,2.54E-05,2.54E-05,0,0,1.27E-05,3.82E-05,42.768,68.13,-0.138,0.001,-0.099,0.497,0.441,-0.061,0.685,0.146,0.572,0.621
28:56.5,4.29E+01,7.38E-05,0.000147639,0.000209155,0.000172245,0.000172245,0.000172245,7.38E-05,4.92E-05,3.69E-05,3.69E-05,2.46E-05,1.23E-05,1.23E-05,3.69E-05,42.768,68.13,-0.172,0.001,-0.197,0.437,0.717,-0.163,0.701,0.146,0.109,0.564
28:56.5,4.62E+01,5.71E-05,0.000137093,0.000194215,0.000171366,0.000182791,0.000171366,6.85E-05,4.57E-05,2.28E-05,3.43E-05,2.28E-05,1.14E-05,1.14E-05,3.43E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,-0.091,-0.135,0.601,0.9,0.109,0.278
29:14.5,4.34E+01,6.08E-05,0.000146034,0.000194712,0.000170373,0.000170373,0.000158203,6.08E-05,4.87E-05,3.65E-05,1.22E-05,2.43E-05,1.22E-05,1.22E-05,2.43E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.601,0.9,0.109,0.278
29:14.5,4.15E+01,6.36E-05,0.000139949,0.000216285,0.000178117,0.000178117,0.000178117,6.36E-05,3.82E-05,2.54E-05,3.82E-05,1.27E-05,1.27E-05,1.27E-05,2.54E-05,42.768,68.13,-0.028,0.001,-0.197,0.41,0.724,-0.151,0.701,0.149,0.109,0.564
29:14.5,4.10E+01,6.43E-05,0.000154427,0.000205902,0.000180164,0.000180164,0.000167295,5.15E-05,3.86E-05,3.86E-05,1.29E-05,2.57E-05,1.29E-05,1.29E-05,3.86E-05,42.768,68.13,0,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.621
29:32.5,4.53E+01,7.00E-05,0.000139949,0.000186599,0.000174936,0.000151612,0.000151612,4.66E-05,3.50E-05,3.50E-05,1.17E-05,1.17E-05,1.17E-05,1.17E-05,2.33E-05,42.768,68.13,-0.298,0.001,-0.099,0.497,0.441,-0.061,0.685,0.146,0.572,0.621
29:32.5,4.24E+01,7.46E-05,0.000149279,0.000199039,0.000161719,0.000161719,0.000161719,6.22E-05,3.73E-05,3.73E-05,3.73E-05,2.49E-05,1.24E-05,0,3.73E-05,42.768,68.13,-0.32,0.001,-0.197,0.41,0.72,-0.151,0.704,0.149,0.109,0.561
29:32.5,4.39E+01,7.22E-05,0.000156502,0.000204657,0.000204657,0.000204657,0.000192618,7.22E-05,4.82E-05,4.82E-05,2.41E-05,2.41E-05,1.20E-05,1.20E-05,2.41E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.601,1.202,0.109,0.278
29:50.5,4.53E+01,7.00E-05,0.000151612,0.000209924,0.000174936,0.000174936,0.000174936,7.00E-05,4.66E-05,4.66E-05,3.50E-05,2.33E-05,1.17E-05,1.17E-05,2.33E-05,42.768,68.13,-0.581,0.001,-0.197,0.413,0.77,-0.151,0.701,0.146,0.109,0.561
29:50.5,3.91E+01,6.74E-05,0.000161869,0.000229314,0.000202336,0.000175358,0.000175358,5.40E-05,2.70E-05,2.70E-05,2.70E-05,1.35E-05,1.35E-05,1.35E-05,4.05E-05,42.768,68.13,-0.565,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.621
29:50.5,3.82E+01,6.91E-05,0.000152043,0.000207332,0.000179688,0.000179688,0.000179688,6.91E-05,4.15E-05,4.15E-05,2.76E-05,2.76E-05,0,1.38E-05,4.15E-05,42.77,68.098,-0.479,-0.036,-0.403,0.308,0.164,-0.135,0.599,0.653,0.109,0.278
30:08.5,4.86E+01,6.52E-05,0.000141308,0.000184787,0.000163047,0.000152178,0.000152178,4.35E-05,3.26E-05,2.17E-05,2.17E-05,2.17E-05,0,1.09E-05,3.26E-05,42.768,68.13,-0.286,0.001,-0.099,0.497,0.444,-0.061,0.685,0.146,0.572,0.621
30:08.5,4.01E+01,6.59E-05,0.000144888,0.000197575,0.00015806,0.00015806,0.000171232,6.59E-05,3.95E-05,3.95E-05,2.63E-05,2.63E-05,1.32E-05,0,2.63E-05,42.768,68.13,-0.304,0.001,-0.197,0.413,0.724,-0.151,0.701,0.146,0.109,0.561
30:08.5,3.68E+01,7.18E-05,0.000143538,0.000200953,0.000172245,0.000172245,0.000172245,7.18E-05,4.31E-05,2.87E-05,1.44E-05,2.87E-05,0,1.44E-05,4.31E-05,42.77,68.098,-0.479,-0.036,-0.344,0.308,0.164,-0.135,0.599,0.87,0.109,0.278
30:26.5,3.68E+01,5.74E-05,0.000143538,0.000200953,0.000172245,0.000172245,0.000172245,7.18E-05,4.31E-05,4.31E-05,1.44E-05,0,1.44E-05,0,4.31E-05,42.77,68.098,-0.476,-0.036,-0.403,0.308,0.164,-0.135,0.599,0.725,0.109,0.278
30:26.5,3.87E+01,6.83E-05,0.000163843,0.000245764,0.000218457,0.000218457,0.000232111,9.56E-05,5.46E-05,4.10E-05,4.10E-05,1.37E-05,1.37E-05,1.37E-05,4.10E-05,42.768,68.13,-0.329,0.001,-0.194,0.71,0.717,-0.151,0.701,0.146,0.109,0.561
30:26.5,4.48E+01,7.07E-05,0.000164993,0.000259274,0.000235704,0.000223919,0.000212133,5.89E-05,4.71E-05,3.54E-05,3.54E-05,2.36E-05,1.18E-05,1.18E-05,3.54E-05,42.768,68.13,-0.274,0.001,-0.093,0.803,0.444,-0.061,0.685,0.146,0.572,0.621
30:44.5,4.81E+01,6.59E-05,0.00015367,0.000208552,0.000175622,0.000164646,0.00015367,4.39E-05,3.29E-05,3.29E-05,2.20E-05,1.10E-05,1.10E-05,0,2.20E-05,42.768,68.13,-0.274,0.001,-0.102,0.152,0.444,-0.061,0.685,0.146,0.572,0.621
30:44.5,3.96E+01,6.66E-05,0.000146613,0.000199927,0.00017327,0.00017327,0.000159942,8.00E-05,5.33E-05,4.00E-05,2.67E-05,2.67E-05,1.33E-05,1.33E-05,4.00E-05,42.768,68.13,-0.479,-0.036,-0.406,0.308,0.164,-0.135,0.904,0.722,0.109,0.278
30:44.5,4.39E+01,7.22E-05,0.000156502,0.000228734,0.000204657,0.000192618,0.000204657,7.22E-05,4.82E-05,4.82E-05,2.41E-05,1.20E-05,1.20E-05,1.20E-05,3.61E-05,42.768,68.13,-0.329,0.001,-0.2,-0.055,0.72,-0.151,0.701,0.146,0.109,0.561
31:02.5,4.95E+01,6.40E-05,0.000138616,0.00019193,0.000170605,0.000159942,0.000149279,4.27E-05,3.20E-05,3.20E-05,2.13E-05,1.07E-05,1.07E-05,0,2.13E-05,42.768,68.13,-0.313,0.001,-0.102,0.53,0.444,-0.061,0.685,0.146,0.572,0.621
31:02.5,4.06E+01,7.81E-05,0.000156222,0.000208296,0.000182259,0.000182259,0.000182259,6.51E-05,5.21E-05,2.60E-05,2.60E-05,2.60E-05,1.30E-05,1.30E-05,3.91E-05,42.768,68.13,-0.329,0.001,-0.197,0.431,0.717,-0.151,0.701,0.146,0.109,0.567
31:02.5,4.01E+01,6.59E-05,0.00015806,0.000210747,0.000171232,0.000184404,0.000184404,6.59E-05,3.95E-05,3.95E-05,2.63E-05,2.63E-05,1.32E-05,1.32E-05,3.95E-05,42.768,68.13,-0.479,-0.036,-0.341,0.308,0.164,-0.135,0.304,0.716,0.109,0.278
31:20.5,5.00E+01,7.39E-05,0.000147871,0.00019012,0.000158433,0.000158433,0.000147871,4.22E-05,3.17E-05,3.17E-05,1.06E-05,2.11E-05,1.06E-05,1.06E-05,3.17E-05,42.768,68.13,-0.317,0.001,-0.102,0.308,0.444,-0.061,0.685,0.146,0.569,0.621
31:20.5,4.34E+01,6.08E-05,0.000146034,0.000194712,0.000170373,0.000170373,0.000170373,6.08E-05,3.65E-05,3.65E-05,1.22E-05,2.43E-05,0,1.22E-05,2.43E-05,42.77,68.098,-0.479,-0.036,-0.4,0.308,0.164,-0.135,0.585,0.722,0.109,0.278
31:20.5,4.39E+01,7.22E-05,0.000156502,0.000216695,0.000180579,0.000180579,0.000180579,7.22E-05,4.82E-05,3.61E-05,3.61E-05,2.41E-05,0,1.20E-05,3.61E-05,42.768,68.13,-0.329,0.001,-0.2,0.203,0.68,-0.151,0.701,0.146,0.109,0.564
31:38.5,4.24E+01,6.22E-05,0.000149279,0.000199039,0.000161719,0.000161719,0.000161719,6.22E-05,4.98E-05,3.73E-05,2.49E-05,1.24E-05,1.24E-05,0,3.73E-05,42.768,68.13,-0.329,0.001,0.119,0.209,0.717,-0.151,0.701,0.146,0.109,0.564
