Timestamp (LOCAL_TIME),SPSQC:EXTRACTED_INTENSITY,SPS.BLM.21636.ZS1:LOSS_CYCLE,SPS.BLM.21652.ZS2:LOSS_CYCLE,SPS.BLM.21658.ZS3:LOSS_CYCLE,SPS.BLM.21674.ZS4:LOSS_CYCLE,SPS.BLM.21680.ZS5:LOSS_CYCLE,SPS.BLM.21694.TCE:LOSS_CYCLE,SPS.BLM.21772.TPST:LOSS_CYCLE,SPS.BLM.21775.MST1:LOSS_CYCLE,SPS.BLM.21776.MST1:LOSS_CYCLE,SPS.BLM.21792.MST3:LOSS_CYCLE,SPS.BLM.21796.MST3:LOSS_CYCLE,SPS.BLM.21835.MSE1:LOSS_CYCLE,SPS.BLM.21839.MSE2:LOSS_CYCLE,SPS.BLM.21905.QDA:LOSS_CYCLE,ZS.LSS2.GIRDER:DO_PPM,ZS.LSS2.GIRDER:UP_PPM,ZS1.LSS2.ANODE:DO_PPM,ZS1.LSS2.ANODE:UP_PPM,ZS2.LSS2.ANODE:DO_PPM,ZS2.LSS2.ANODE:UP_PPM,ZS3.LSS2.ANODE:DO_PPM,ZS3.LSS2.ANODE:UP_PPM,ZS4.LSS2.ANODE:DO_PPM,ZS4.LSS2.ANODE:UP_PPM,ZS5.LSS2.ANODE:DO_PPM,ZS5.LSS2.ANODE:UP_PPM
41:50.5,4.43E+01,7.15E-05,0.000154837,0.00020248,0.000166748,0.000154837,0.000154837,4.76E-05,3.57E-05,2.38E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,2.38E-05,42.768,68.13,-0.329,0.001,0.077,0.23,0.559,-0.042,0.837,0.191,0.419,0.665
42:08.5,3.96E+01,6.66E-05,0.000133285,0.000186599,0.000159942,0.000146613,0.000146613,4.00E-05,2.67E-05,1.33E-05,1.33E-05,0,1.33E-05,1.33E-05,1.33E-05,42.768,68.13,-0.329,0.001,0.077,0.23,0.559,-0.042,0.837,0.191,0.419,0.665
42:08.5,4.81E+01,6.59E-05,0.00015367,0.000219528,0.000186599,0.000164646,0.000164646,4.39E-05,3.29E-05,3.29E-05,2.20E-05,1.10E-05,1.10E-05,1.10E-05,2.20E-05,42.768,68.13,-0.197,0.001,-0.445,0.308,0.444,-0.061,0.685,0.146,0.565,0.621
42:26.5,4.20E+01,6.29E-05,0.000150956,0.000188695,0.000163536,0.000150956,0.000150956,3.77E-05,2.52E-05,2.52E-05,2.52E-05,1.26E-05,1.26E-05,1.26E-05,3.77E-05,42.768,68.13,-0.329,0.001,0.077,0.23,0.562,-0.042,0.837,0.188,0.419,0.665
42:26.5,4.76E+01,6.65E-05,0.000155191,0.000221702,0.000199531,0.000177361,0.000166276,4.43E-05,3.33E-05,2.22E-05,1.11E-05,2.22E-05,1.11E-05,1.11E-05,3.33E-05,42.768,68.13,-0.194,0.001,-0.484,0.308,0.441,-0.061,0.685,0.146,0.565,0.621
42:44.5,3.87E+01,6.83E-05,0.000150189,0.00019115,0.000163843,0.000150189,0.000150189,4.10E-05,2.73E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,2.73E-05,42.768,68.13,-0.329,0.001,0.077,0.23,0.559,-0.042,0.837,0.188,0.419,0.665
42:44.5,4.20E+01,7.55E-05,0.000163536,0.000239014,0.000201275,0.000176116,0.000176116,5.03E-05,3.77E-05,2.52E-05,2.52E-05,1.26E-05,1.26E-05,1.26E-05,2.52E-05,42.768,68.13,-0.194,0.001,-0.448,0.308,0.441,-0.061,0.685,0.146,0.562,0.621
43:02.5,3.82E+01,6.91E-05,0.000165866,0.000248798,0.000207332,0.00019351,0.000179688,5.53E-05,2.76E-05,2.76E-05,2.76E-05,1.38E-05,1.38E-05,0,4.15E-05,42.768,68.13,0.015,-0.033,0.003,-0.025,0.559,-0.042,0.837,0.188,0.419,0.665
43:02.5,3.77E+01,7.00E-05,0.000167939,0.000237913,0.000209924,0.000195929,0.000181934,5.60E-05,4.20E-05,4.20E-05,2.80E-05,1.40E-05,0,0,4.20E-05,42.768,68.13,-0.095,0.001,-0.487,0.308,0.444,-0.061,0.685,0.146,0.562,0.621
43:20.5,4.34E+01,7.30E-05,0.000158203,0.000219051,0.000182542,0.000170373,0.000158203,4.87E-05,3.65E-05,3.65E-05,2.43E-05,2.43E-05,0,1.22E-05,3.65E-05,42.768,68.13,-0.369,0.001,-0.484,0.311,0.441,-0.061,0.685,0.146,0.565,0.621
43:20.5,3.96E+01,8.00E-05,0.00017327,0.000239913,0.000226584,0.000213256,0.000199927,5.33E-05,2.67E-05,2.67E-05,1.33E-05,0,1.33E-05,1.33E-05,4.00E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.032,0.01,0.837,0.188,0.419,0.665
43:38.5,4.43E+01,5.96E-05,0.000154837,0.00021439,0.000178658,0.000154837,0.000154837,3.57E-05,3.57E-05,1.19E-05,1.19E-05,2.38E-05,1.19E-05,1.19E-05,3.57E-05,42.768,68.13,-0.654,0.001,-0.487,0.311,0.444,-0.061,0.685,0.146,0.565,0.621
43:38.5,3.54E+01,7.46E-05,0.000164207,0.000238846,0.000238846,0.000268702,0.000268702,7.46E-05,4.48E-05,4.48E-05,4.48E-05,2.99E-05,0,1.49E-05,4.48E-05,42.768,68.13,0.015,-0.033,0.003,0.014,-0.004,0.01,0.001,0.004,0.419,0.665
43:56.5,3.82E+01,6.91E-05,0.000152043,0.000221154,0.00019351,0.000179688,0.000179688,5.53E-05,4.15E-05,1.38E-05,2.76E-05,2.76E-05,1.38E-05,1.38E-05,4.15E-05,42.768,68.13,-0.587,0.001,-0.442,0.617,0.444,-0.061,0.685,0.146,0.565,0.621
43:56.5,4.34E+01,6.08E-05,0.000158203,0.000219051,0.000219051,0.00024339,0.00023122,0.000109525,7.30E-05,6.08E-05,4.87E-05,2.43E-05,1.22E-05,1.22E-05,4.87E-05,42.768,68.13,0.015,-0.033,0.003,0.014,-0.004,0.01,0.001,0.004,-0.022,0.073
44:14.5,5.09E+01,7.26E-05,0.000165866,0.000248798,0.000217699,0.000196965,0.000186599,6.22E-05,4.15E-05,3.11E-05,2.07E-05,2.07E-05,1.04E-05,1.04E-05,4.15E-05,42.768,68.13,-0.651,0.001,-0.454,-0.192,0.444,-0.061,0.685,0.146,0.562,0.621
44:14.5,4.39E+01,6.02E-05,0.000156502,0.000216695,0.000228734,0.000252811,0.000228734,0.000108348,7.22E-05,4.82E-05,4.82E-05,3.61E-05,1.20E-05,1.20E-05,4.82E-05,42.768,68.13,0.015,-0.033,0.003,0.014,-0.004,0.01,0.001,0.004,-0.022,0.01
44:32.5,4.06E+01,6.51E-05,0.000156222,0.000208296,0.000182259,0.000156222,0.000156222,3.91E-05,2.60E-05,2.60E-05,1.30E-05,1.30E-05,1.30E-05,0,3.91E-05,42.768,68.13,-0.587,0.001,-0.442,0.329,0.441,-0.061,0.685,0.146,0.565,0.621
44:32.5,4.43E+01,5.96E-05,0.000154837,0.00021439,0.000226301,0.000250122,0.000238211,0.000107195,7.15E-05,4.76E-05,4.76E-05,3.57E-05,1.19E-05,1.19E-05,3.57E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.001,0.004,-0.022,0.01
44:50.5,3.91E+01,6.74E-05,0.000161869,0.000229314,0.000188847,0.000175358,0.000161869,5.40E-05,4.05E-05,2.70E-05,2.70E-05,2.70E-05,1.35E-05,1.35E-05,4.05E-05,42.768,68.13,-0.651,0.001,-0.484,0.125,0.444,-0.061,0.685,0.146,0.569,0.621
44:50.5,4.10E+01,6.43E-05,0.000154427,0.000218771,0.000218771,0.000244509,0.00023164,0.00011582,7.72E-05,6.43E-05,5.15E-05,2.57E-05,0,0,3.86E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.001,0.004,-0.022,0.007
45:08.5,4.39E+01,7.22E-05,0.000156502,0.000204657,0.000168541,0.000156502,0.000144464,4.82E-05,3.61E-05,2.41E-05,1.20E-05,1.20E-05,1.20E-05,1.20E-05,3.61E-05,42.768,68.13,-0.584,0.001,-0.439,0.446,0.444,-0.061,0.685,0.146,0.569,0.621
45:08.5,4.10E+01,6.43E-05,0.000154427,0.000218771,0.000218771,0.000244509,0.00023164,0.000102951,7.72E-05,5.15E-05,5.15E-05,3.86E-05,1.29E-05,1.29E-05,2.57E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.001,0.004,-0.022,0.007
45:26.5,4.53E+01,5.83E-05,0.000139949,0.000198261,0.000163274,0.000163274,0.000151612,4.66E-05,3.50E-05,2.33E-05,2.33E-05,2.33E-05,1.17E-05,1.17E-05,2.33E-05,42.768,68.13,-0.584,0.001,-0.164,0.437,0.441,-0.061,0.685,0.146,0.569,0.621
45:26.5,3.58E+01,7.37E-05,0.000162046,0.000235704,0.000235704,0.000265167,0.000265167,0.000117852,7.37E-05,7.37E-05,5.89E-05,2.95E-05,1.47E-05,1.47E-05,4.42E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.001,0.004,-0.022,0.013
45:44.5,3.82E+01,6.91E-05,0.000152043,0.000221154,0.000221154,0.000248798,0.000234976,0.000110577,6.91E-05,5.53E-05,5.53E-05,4.15E-05,1.38E-05,1.38E-05,4.15E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.001,0.004,-0.022,0.01
45:44.5,3.96E+01,8.00E-05,0.00017327,0.000293227,0.00026657,0.000253241,0.000239913,8.00E-05,5.33E-05,4.00E-05,4.00E-05,2.67E-05,1.33E-05,0,5.33E-05,42.768,68.13,-0.584,0.001,0.277,0.416,0.441,-0.061,0.685,0.146,0.569,0.621
46:02.5,4.39E+01,6.02E-05,0.000144464,0.000204657,0.000216695,0.000240773,0.000228734,0.000108348,7.22E-05,4.82E-05,4.82E-05,3.61E-05,0,1.20E-05,4.82E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.001,0.004,-0.022,0.01
46:20.5,4.48E+01,5.89E-05,0.000153207,0.000223919,0.000223919,0.000247489,0.000235704,0.000117852,7.07E-05,4.71E-05,3.54E-05,2.36E-05,1.18E-05,0,3.54E-05,42.768,68.13,0.015,-0.076,0.003,0.014,-0.004,0.01,0.001,0.004,-0.022,0.01
46:38.5,4.34E+01,6.08E-05,0.000146034,0.000219051,0.00023122,0.000255559,0.00023122,0.000109525,7.30E-05,6.08E-05,4.87E-05,2.43E-05,0,1.22E-05,3.65E-05,42.768,68.13,0.015,-0.073,0.003,0.014,-0.004,0.01,0.001,0.004,-0.022,0.01
46:56.5,3.87E+01,6.83E-05,0.000150189,0.000218457,0.000232111,0.000245764,0.000232111,0.000109229,6.83E-05,6.83E-05,5.46E-05,4.10E-05,1.37E-05,1.37E-05,2.73E-05,42.768,68.13,0.015,-0.039,0.003,0.014,-0.004,0.01,0.001,0.004,-0.022,0.01
47:14.5,3.82E+01,6.91E-05,0.000152043,0.000207332,0.000179688,0.000165866,0.000165866,5.53E-05,2.76E-05,2.76E-05,2.76E-05,0,1.38E-05,1.38E-05,2.76E-05,42.768,68.13,-0.584,0.001,-0.17,0.416,0.441,-0.061,0.685,0.146,0.569,0.621
47:14.5,3.96E+01,6.66E-05,0.000159942,0.000226584,0.000239913,0.00026657,0.000239913,0.000119956,8.00E-05,5.33E-05,5.33E-05,2.67E-05,0,1.33E-05,2.67E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.001,0.004,-0.025,0.007
47:32.5,4.57E+01,6.93E-05,0.000150049,0.000207759,0.000173133,0.000161591,0.000161591,4.62E-05,3.46E-05,2.31E-05,1.15E-05,2.31E-05,1.15E-05,0,3.46E-05,42.768,68.13,-0.584,0.001,-0.17,0.416,0.441,-0.061,0.685,0.146,0.569,0.624
47:32.5,3.91E+01,6.74E-05,0.00014838,0.000215825,0.000215825,0.000242803,0.000229314,0.000107913,6.74E-05,5.40E-05,5.40E-05,2.70E-05,0,1.35E-05,2.70E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.001,0.004,-0.025,0.007
47:50.5,3.54E+01,5.97E-05,0.00014929,0.000209005,0.000179148,0.000164219,0.000164219,4.48E-05,4.48E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,1.49E-05,2.99E-05,42.768,68.13,-0.584,0.001,-0.17,0.416,0.441,-0.061,0.685,0.146,0.569,0.624
47:50.5,3.91E+01,6.74E-05,0.000161869,0.000229314,0.000229314,0.000256292,0.000242803,0.000107913,8.09E-05,6.74E-05,5.40E-05,2.70E-05,0,1.35E-05,2.70E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.001,0.004,-0.025,0.007
48:08.5,4.10E+01,7.72E-05,0.000154427,0.000218771,0.000180164,0.000167295,0.000167295,5.15E-05,3.86E-05,2.57E-05,2.57E-05,2.57E-05,1.29E-05,1.29E-05,3.86E-05,42.768,68.13,-0.584,0.001,-0.17,0.416,0.441,-0.061,0.685,0.146,0.569,0.621
48:08.5,3.87E+01,6.83E-05,0.000163843,0.000232111,0.000245764,0.000259418,0.000259418,0.000122882,8.19E-05,6.83E-05,5.46E-05,2.73E-05,1.37E-05,0,5.46E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.001,0.004,-0.025,0.01
48:26.5,3.87E+01,6.83E-05,0.000150189,0.000204804,0.000177496,0.000163843,0.000163843,4.10E-05,4.10E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,1.37E-05,4.10E-05,42.768,68.13,-0.584,0.001,-0.17,0.419,0.441,-0.061,0.685,0.146,0.565,0.621
48:26.5,3.63E+01,5.82E-05,0.000159942,0.000218103,0.000232643,0.000261723,0.000247183,0.000116321,7.27E-05,7.27E-05,4.36E-05,2.91E-05,0,1.45E-05,2.91E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.001,0.004,-0.025,0.007
48:44.5,4.06E+01,6.51E-05,0.000143204,0.000208296,0.000182259,0.000156222,0.000156222,3.91E-05,2.60E-05,1.30E-05,2.60E-05,1.30E-05,1.30E-05,1.30E-05,3.91E-05,42.768,68.13,-0.584,0.001,-0.17,0.419,0.441,-0.061,0.685,0.146,0.569,0.624
48:44.5,4.24E+01,6.22E-05,0.000149279,0.000211479,0.000223919,0.000236358,0.000236358,0.000111959,7.46E-05,6.22E-05,4.98E-05,3.73E-05,0,0,4.98E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.004,0.004,-0.025,0.007
49:02.5,3.77E+01,7.00E-05,0.000153944,0.000209924,0.000181934,0.000167939,0.000167939,4.20E-05,2.80E-05,1.40E-05,2.80E-05,2.80E-05,0,1.40E-05,2.80E-05,42.768,68.13,-0.587,0.001,-0.17,0.416,0.441,-0.061,0.685,0.146,0.569,0.624
49:02.5,4.10E+01,6.43E-05,0.000154427,0.000205902,0.000218771,0.000244509,0.00023164,0.000102951,6.43E-05,6.43E-05,3.86E-05,2.57E-05,1.29E-05,1.29E-05,3.86E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.004,0.004,-0.025,0.004
49:20.5,4.29E+01,7.38E-05,0.000159942,0.000209155,0.000172245,0.000159942,0.000159942,4.92E-05,2.46E-05,3.69E-05,1.23E-05,0,1.23E-05,1.23E-05,3.69E-05,42.768,68.13,-0.495,0.001,-0.17,0.419,0.441,-0.061,0.685,0.146,0.569,0.624
49:20.5,4.53E+01,5.83E-05,0.000151612,0.000209924,0.000221586,0.000244911,0.000233249,0.000116624,7.00E-05,5.83E-05,4.66E-05,2.33E-05,1.17E-05,1.17E-05,4.66E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.004,0.004,-0.025,0.004
49:38.5,3.44E+01,6.13E-05,0.000138032,0.00019938,0.000168706,0.000153369,0.000153369,4.60E-05,3.07E-05,3.07E-05,3.07E-05,1.53E-05,1.53E-05,1.53E-05,3.07E-05,42.768,68.13,-0.35,0.001,-0.17,0.419,0.441,-0.061,0.685,0.146,0.569,0.624
49:38.5,4.20E+01,6.29E-05,0.000150956,0.000226434,0.000226434,0.000251594,0.000239014,0.000113217,7.55E-05,5.03E-05,5.03E-05,3.77E-05,0,0,3.77E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.004,0.004,-0.025,0.004
49:56.5,4.43E+01,7.15E-05,0.000142927,0.00020248,0.000178658,0.000154837,0.000154837,4.76E-05,2.38E-05,2.38E-05,1.19E-05,1.19E-05,1.19E-05,1.19E-05,3.57E-05,42.768,68.13,-0.089,0.001,-0.17,0.419,0.441,-0.061,0.685,0.146,0.569,0.624
49:56.5,4.57E+01,6.93E-05,0.000161591,0.000219302,0.000230844,0.000253928,0.000242386,0.000115422,6.93E-05,6.93E-05,3.46E-05,2.31E-05,1.15E-05,1.15E-05,3.46E-05,42.768,68.13,0.015,-0.036,0,0.014,-0.004,0.01,0.007,0.004,-0.025,0.004
50:14.5,4.53E+01,7.00E-05,0.000139949,0.000186599,0.000163274,0.000151612,0.000139949,3.50E-05,2.33E-05,2.33E-05,2.33E-05,1.17E-05,1.17E-05,1.17E-05,2.33E-05,42.768,68.13,-0.372,0.001,-0.17,0.419,0.441,-0.061,0.685,0.146,0.569,0.624
50:14.5,3.91E+01,6.74E-05,0.000161869,0.000229314,0.000242803,0.000256292,0.000242803,0.000121402,8.09E-05,5.40E-05,5.40E-05,4.05E-05,1.35E-05,1.35E-05,4.05E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.051,0.004,-0.025,0.001
50:32.5,4.39E+01,7.22E-05,0.000168541,0.000276889,0.000252811,0.000228734,0.000228734,7.22E-05,4.82E-05,4.82E-05,3.61E-05,2.41E-05,1.20E-05,1.20E-05,4.82E-05,42.768,68.13,-0.375,0.001,-0.167,0.746,0.441,-0.061,0.685,0.146,0.569,0.624
50:32.5,4.53E+01,7.00E-05,0.000151612,0.000221586,0.000233249,0.000256573,0.000244911,0.000116624,7.00E-05,5.83E-05,4.66E-05,2.33E-05,1.17E-05,1.17E-05,4.66E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,0.054,0.004,-0.025,0.001
50:50.5,3.77E+01,7.00E-05,0.000153944,0.000223919,0.000181934,0.000167939,0.000167939,4.20E-05,2.80E-05,2.80E-05,2.80E-05,0,0,1.40E-05,2.80E-05,42.768,68.13,-0.35,0.001,-0.17,-0.04,0.441,-0.061,0.685,0.146,0.569,0.624
50:50.5,4.43E+01,5.96E-05,0.000142927,0.00021439,0.00021439,0.000238211,0.000226301,0.000107195,7.15E-05,5.96E-05,4.76E-05,3.57E-05,1.19E-05,1.19E-05,3.57E-05,42.768,68.13,0.015,-0.036,0,0.014,-0.004,0.01,-0.007,0.004,-0.025,0.001
51:08.5,4.10E+01,6.43E-05,0.000141558,0.000193033,0.000167295,0.000154427,0.000154427,3.86E-05,2.57E-05,2.57E-05,2.57E-05,0,1.29E-05,1.29E-05,2.57E-05,42.768,68.13,-0.35,0.001,-0.167,0.446,0.441,-0.061,0.685,0.146,0.569,0.624
51:08.5,4.53E+01,7.00E-05,0.000151612,0.000221586,0.000221586,0.000256573,0.000244911,0.000116624,7.00E-05,4.66E-05,4.66E-05,3.50E-05,1.17E-05,1.17E-05,3.50E-05,42.768,68.13,0.015,-0.036,0.003,0.014,-0.004,0.01,-0.007,0.004,-0.025,0.001
51:26.5,4.10E+01,6.43E-05,0.000154427,0.000205902,0.000167295,0.000154427,0.000154427,3.86E-05,2.57E-05,2.57E-05,2.57E-05,2.57E-05,0,0,2.57E-05,42.768,68.13,-0.35,0.001,-0.17,0.212,0.441,-0.061,0.685,0.146,0.569,0.624
51:26.5,4.10E+01,6.43E-05,0.000154427,0.000218771,0.00023164,0.000244509,0.00023164,0.00011582,6.43E-05,6.43E-05,5.15E-05,3.86E-05,1.29E-05,1.29E-05,2.57E-05,42.768,68.13,0.015,-0.036,0,0.017,-0.001,0.01,0.024,0.004,-0.025,0.001
51:44.5,4.10E+01,6.43E-05,0.000154427,0.000205902,0.000180164,0.000167295,0.000167295,5.15E-05,3.86E-05,2.57E-05,2.57E-05,1.29E-05,1.29E-05,1.29E-05,2.57E-05,42.768,68.13,-0.35,0.001,-0.17,0.545,0.441,-0.061,0.685,0.146,0.569,0.624
51:44.5,3.96E+01,6.66E-05,0.000159942,0.000226584,0.000226584,0.000239913,0.000239913,0.000106628,6.66E-05,6.66E-05,4.00E-05,4.00E-05,1.33E-05,0,4.00E-05,42.768,68.13,0.015,-0.076,0.003,0.014,-0.001,0.01,0.063,0.004,-0.025,0.004
52:02.5,4.10E+01,6.43E-05,0.000154427,0.000205902,0.000180164,0.000154427,0.000154427,3.86E-05,2.57E-05,2.57E-05,2.57E-05,1.29E-05,0,1.29E-05,3.86E-05,42.768,68.13,-0.35,0.001,-0.17,0.365,0.441,-0.061,0.685,0.146,0.565,0.624
52:02.5,3.77E+01,7.00E-05,0.000153944,0.000223919,0.000237913,0.000237913,0.000223919,0.000111959,7.00E-05,5.60E-05,4.20E-05,4.20E-05,1.40E-05,1.40E-05,2.80E-05,42.768,68.13,0.015,-0.064,0,0.014,-0.004,0.01,0.101,-0.005,-0.025,0.004
52:20.5,4.57E+01,6.93E-05,0.000138506,0.000196217,0.000161591,0.000150049,0.000150049,4.62E-05,3.46E-05,3.46E-05,2.31E-05,2.31E-05,0,0,3.46E-05,42.768,68.13,-0.35,0.001,-0.167,0.452,0.441,-0.061,0.685,0.146,0.565,0.624
52:20.5,4.95E+01,6.40E-05,0.000149279,0.000213256,0.000223919,0.000245244,0.000234581,0.000106628,7.46E-05,6.40E-05,3.20E-05,3.20E-05,1.07E-05,1.07E-05,3.20E-05,42.768,68.13,0.015,-0.042,0.003,0.014,-0.004,0.01,0.007,0.01,-0.025,0.001
52:38.5,4.34E+01,7.30E-05,0.000158203,0.00024339,0.000206881,0.000194712,0.000194712,6.08E-05,3.65E-05,3.65E-05,2.43E-05,1.22E-05,1.22E-05,1.22E-05,2.43E-05,42.768,68.13,-0.35,0.001,0.155,0.452,0.441,-0.061,0.685,0.146,0.565,0.624
52:38.5,4.15E+01,6.36E-05,0.000152672,0.000216285,0.000229008,0.00024173,0.000216285,8.91E-05,6.36E-05,3.82E-05,3.82E-05,2.54E-05,1.27E-05,1.27E-05,3.82E-05,42.768,68.13,0.015,-0.07,0,0.014,-0.004,0.01,0.224,0.013,-0.025,0.001
52:56.5,3.96E+01,6.66E-05,0.000146613,0.000213256,0.000186599,0.00017327,0.000159942,4.00E-05,2.67E-05,2.67E-05,1.33E-05,1.33E-05,1.33E-05,0,2.67E-05,42.768,68.13,-0.35,0.001,-0.612,0.494,0.441,-0.061,0.685,0.146,0.565,0.624
52:56.5,4.39E+01,6.02E-05,0.000156502,0.000216695,0.000228734,0.000288927,0.00026485,0.000132425,8.43E-05,6.02E-05,6.02E-05,3.61E-05,1.20E-05,1.20E-05,4.82E-05,42.768,68.13,0.015,-0.051,0,0.014,-0.004,0.01,-0.201,0.007,-0.025,0.004
53:14.5,4.39E+01,6.02E-05,0.000144464,0.000192618,0.000168541,0.000156502,0.000156502,3.61E-05,2.41E-05,3.61E-05,1.20E-05,1.20E-05,1.20E-05,0,3.61E-05,42.768,68.13,-0.35,0.001,-0.164,0.455,0.441,-0.061,0.685,0.146,0.569,0.624
53:14.5,3.49E+01,6.05E-05,0.000166426,0.000226944,0.000226944,0.000257204,0.000242074,0.000105907,7.56E-05,4.54E-05,4.54E-05,4.54E-05,1.51E-05,0,3.03E-05,42.768,68.13,0.015,-0.064,0,0.014,-0.004,0.01,0.054,0.013,-0.025,0.001
53:32.5,4.29E+01,7.38E-05,0.000135335,0.000184548,0.000159942,0.000147639,0.000147639,3.69E-05,2.46E-05,2.46E-05,1.23E-05,1.23E-05,1.23E-05,1.23E-05,3.69E-05,42.768,68.13,-0.35,0.001,-0.382,0.491,0.444,-0.061,0.685,0.146,0.565,0.624
53:50.5,4.34E+01,7.30E-05,0.000146034,0.000219051,0.000182542,0.000170373,0.000170373,4.87E-05,3.65E-05,2.43E-05,2.43E-05,1.22E-05,1.22E-05,0,3.65E-05,42.768,68.13,-0.089,0.001,-0.547,0.53,0.441,-0.061,0.685,0.146,0.565,0.624
53:50.5,3.96E+01,6.66E-05,0.000159942,0.000226584,0.000226584,0.000253241,0.000239913,0.000106628,6.66E-05,6.66E-05,5.33E-05,2.67E-05,1.33E-05,1.33E-05,4.00E-05,42.768,68.13,0.015,-0.064,0,0.014,-0.004,0.01,-0.026,0.013,-0.025,0.004
54:08.5,3.96E+01,6.66E-05,0.000146613,0.000199927,0.00017327,0.000159942,0.000146613,4.00E-05,2.67E-05,2.67E-05,2.67E-05,1.33E-05,1.33E-05,1.33E-05,2.67E-05,42.768,68.13,-0.369,0.001,-0.338,0.452,0.441,-0.061,0.685,0.146,0.565,0.624
54:08.5,4.90E+01,6.46E-05,0.000150714,0.000215306,0.000215306,0.000247602,0.000226072,0.000107653,7.54E-05,5.38E-05,3.23E-05,3.23E-05,1.08E-05,1.08E-05,4.31E-05,42.768,68.13,-0.003,-0.045,0,0.008,-0.004,-0.005,0.004,0.016,0,0.001
54:26.5,3.77E+01,7.00E-05,0.000139949,0.000195929,0.000167939,0.000153944,0.000139949,4.20E-05,4.20E-05,2.80E-05,2.80E-05,0,1.40E-05,1.40E-05,1.40E-05,42.768,68.13,-0.234,0.001,-0.332,0.452,0.441,-0.061,0.685,0.146,0.569,0.624
54:26.5,4.20E+01,6.29E-05,0.000163536,0.000251594,0.000264174,0.000289333,0.000276753,0.000125797,7.55E-05,7.55E-05,5.03E-05,3.77E-05,0,0,5.03E-05,42.768,68.13,0.319,-0.039,0.003,-0.001,-0.004,-0.005,0.004,-0.02,0,0.001
54:44.5,4.20E+01,7.55E-05,0.000150956,0.000213855,0.000188695,0.000163536,0.000163536,5.03E-05,2.52E-05,2.52E-05,2.52E-05,2.52E-05,0,1.26E-05,2.52E-05,42.768,68.13,-0.092,0.001,-0.332,0.455,0.444,-0.061,0.685,0.146,0.569,0.624
55:02.5,4.24E+01,7.46E-05,0.000149279,0.000199039,0.000174159,0.000161719,0.000149279,3.73E-05,3.73E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,1.24E-05,3.73E-05,42.768,68.13,-0.274,0.001,-0.332,0.497,0.441,-0.061,0.685,0.146,0.569,0.624
55:02.5,4.53E+01,5.83E-05,0.000151612,0.000198261,0.000209924,0.000233249,0.000221586,0.000104962,7.00E-05,4.66E-05,3.50E-05,3.50E-05,1.17E-05,0,4.66E-05,42.768,68.13,-0.267,-0.039,0,-0.001,-0.004,-0.005,0.004,-0.014,0,0.001
55:20.5,4.29E+01,7.38E-05,0.000172245,0.000258368,0.000233761,0.000221458,0.000209155,6.15E-05,4.92E-05,3.69E-05,2.46E-05,1.23E-05,0,1.23E-05,3.69E-05,42.768,68.13,-0.274,0.001,-0.355,0.803,0.441,-0.061,0.685,0.146,0.569,0.624
55:38.5,3.82E+01,6.91E-05,0.000165866,0.000262621,0.000221154,0.00019351,0.00019351,5.53E-05,4.15E-05,2.76E-05,2.76E-05,1.38E-05,1.38E-05,1.38E-05,4.15E-05,42.768,68.13,-0.234,0.001,-0.379,0.035,0.441,-0.061,0.685,0.146,0.569,0.624
55:38.5,3.48E+01,6.07E-05,0.000167026,0.000273316,0.000273316,0.0002885,0.0002885,0.000136658,9.11E-05,7.59E-05,6.07E-05,4.56E-05,0,0,4.56E-05,42.768,68.13,-0.301,-0.036,0.018,0.803,-0.004,-0.005,0.004,0.025,0,0.001
